article_id,corpus_type,corpus_name,batch_id,source_archive,date,year,month,publication,publication_normalized,title_original,title_normalized,byline,section,word_count,body_char_count,body_hash_exact,duplicate_group_id,duplicate_category,keep_drop_review,drop_reason,kept_representative_of_group,representative_selection_reason,malformed_flag,malformed_reason,source_file_name,source_file_path,protocol_version,notes,query_version,source_basket_version,language,publication_type,date_raw
91fcb3ee7bcf7bc226083bb0155fe03f156ff4d8,main_monthly,Main Corpus,2014-05,2014-05(50).ZIP,2014-05-20,2014,2014-05,Rheinische Post,rheinische post,Flüchtlingskonzept scheitert an Egoismus,flüchtlingskonzept scheitert an egoismus,Sabine Maguire stellte die Fragen..,,602,4711,ae76f123db51a20781a4151f396f0feef0c94a42,,unique,keep,,no,,no,,Flüchtlingskonzept scheitert an Egoismus.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2014-05\raw_unarchive\Flüchtlingskonzept scheitert an Egoismus.PDF,v2,,,,de,news,20. Mai 2014 Dienstag
2cd0072a0b7a045ca7766bd8ec16430e8d8be7cb,main_monthly,Main Corpus,2014-05,2014-05(50).ZIP,2014-05-03,2014,2014-05,"taz, die tageszeitung",taz die tageszeitung,Fortschritt für Flüchtlinge ARBEITSMARKT,fortschritt für flüchtlinge arbeitsmarkt,KVA,NORD AKTUELL; S. 42,214,1704,1f960ebe266759c1d3fc0d1fece56cfc1e641b79,,unique,keep,,no,,no,,Fortschritt für Flüchtlinge ARBEITSMARKT.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2014-05\raw_unarchive\Fortschritt für Flüchtlinge ARBEITSMARKT.PDF,v2,,,,de,news,Samstag 03. Mai 2014
9d2c4b3ece389930ab7d775f691a87d0611a4e3f,main_monthly,Main Corpus,2014-05,2014-05(50).ZIP,2014-05-17,2014,2014-05,Frankfurter Rundschau,frankfurter rundschau,Geiz an Humanität,geiz an humanität,,MEINUNG; S. 13,716,5194,a2dbeec63ae0d02cec3c1f64fbefa3f584d6fd1f,,unique,keep,,no,,no,,Geiz an Humanität.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2014-05\raw_unarchive\Geiz an Humanität.PDF,v2,,,,de,news,Samstag 17. Mai 2014
3c9c6ad448b54796ede3cd585db408013f90f369,main_monthly,Main Corpus,2014-05,2014-05(50).ZIP,2014-05-15,2014,2014-05,Frankfurter Rundschau,frankfurter rundschau,Gleich einer Hafteinrichtung,gleich einer hafteinrichtung,,FRANKFURT; S. F5,353,2901,c0b6f13340b9a4b985c94fc8452d39bbd454558b,,unique,keep,,no,,no,,Gleich einer Hafteinrichtung.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2014-05\raw_unarchive\Gleich einer Hafteinrichtung.PDF,v2,,,,de,news,Donnerstag 15. Mai 2014
454755120504f1cb67804adfdac6c81027fc8869,main_monthly,Main Corpus,2014-05,2014-05(50).ZIP,2014-05-08,2014,2014-05,Rheinische Post,rheinische post,Haaner Stadtrat macht den Weg für neue Flüchtlings-Quartiere frei,haaner stadtrat macht den weg für neue flüchtlingsquartiere frei,Von Ralf Geraedts,,479,3538,83184f15e21cca75c988db50fa665b07ca1d45f7,,unique,keep,,no,,no,,Haaner Stadtrat macht den Weg für neue Flüchtlings-Quartiere frei.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2014-05\raw_unarchive\Haaner Stadtrat macht den Weg für neue Flüchtlings-Quartiere frei.PDF,v2,,,,de,news,8. Mai 2014 Donnerstag
645b9d9040cdf957950a59fccb14a1f74baa8777,main_monthly,Main Corpus,2014-05,2014-05(50).ZIP,2014-05-06,2014,2014-05,Berliner Zeitung,berliner zeitung,Hungern für ein anderes Asylrecht; Flüchtlingsprotest am Alex gilt als Mahnwache,hungern für ein anderes asylrecht flüchtlingsprotest am alex gilt als mahnwache,Julia Haak,LOK; S. 18,246,1766,3f7d6585d258658cbfd7981cf9c45c09bd7a0cf9,,unique,keep,,no,,no,,Hungern für ein anderes Asylrecht Flüchtlingsprotest am Alex gilt als Mahnwache.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2014-05\raw_unarchive\Hungern für ein anderes Asylrecht Flüchtlingsprotest am Alex gilt als Mahnwache.PDF,v2,,,,de,news,06. Mai 2014
d5a8acc78a01a8461c3b4c318bbaabd9d663ccf0,main_monthly,Main Corpus,2014-05,2014-05(50).ZIP,2014-05-28,2014,2014-05,Die ZEIT (inklusive ZEIT Magazin),die zeit inklusive zeit magazin,Immer der Arbeit nach In Europa wächst vielerorts die Fremdenangst. Derweil ist Deutschland nach den USA,immer der arbeit nach in europa wächst vielerorts die fremdenangst derweil ist deutschland nach den usa,Mark Schieritz,WIRTSCHAFT;Immer der Arbeit nach; S. 24; Ausg. 23,581,4119,72a6397575032e4a6c809927a866f746fb085bce,exact_001,duplicate_exact,drop,duplicate_exact,no,,no,,Immer der Arbeit nach In Europa wächst vielerorts die Fremdenangst. Derweil ist Deutschland nach den(2).PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2014-05\raw_unarchive\Immer der Arbeit nach In Europa wächst vielerorts die Fremdenangst. Derweil ist Deutschland nach den(2).PDF,v2,Dropped in favor of representative file: Immer der Arbeit nach In Europa wächst vielerorts die Fremdenangst. Derweil ist Deutschland nach den.PDF (exact_001).,,,de,news,28. Mai 2014
8f4a16b0a70aacf68752e1a09dcbc10fb1a6daac,main_monthly,Main Corpus,2014-05,2014-05(50).ZIP,2014-05-28,2014,2014-05,Die ZEIT (inklusive ZEIT Magazin),die zeit inklusive zeit magazin,Immer der Arbeit nach In Europa wächst vielerorts die Fremdenangst. Derweil ist Deutschland nach den USA,immer der arbeit nach in europa wächst vielerorts die fremdenangst derweil ist deutschland nach den usa,Mark Schieritz,WIRTSCHAFT;Immer der Arbeit nach; S. 24; Ausg. 23,581,4119,72a6397575032e4a6c809927a866f746fb085bce,exact_001,duplicate_exact,keep,,yes,cleanest_parsed_version,no,,Immer der Arbeit nach In Europa wächst vielerorts die Fremdenangst. Derweil ist Deutschland nach den.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2014-05\raw_unarchive\Immer der Arbeit nach In Europa wächst vielerorts die Fremdenangst. Derweil ist Deutschland nach den.PDF,v2,Representative kept for exact_001.,,,de,news,28. Mai 2014
e2b30ec592d32b0163b751e33346174db061171f,main_monthly,Main Corpus,2014-05,2014-05(50).ZIP,2014-05-18,2014,2014-05,Welt am Sonntag,welt am sonntag,Innenminister De Maizière erwartet 200.000 Asylbewerber,innenminister de maizière erwartet 200000 asylbewerber,,TITEL; Titel; S. 1; Ausg. 20,217,1567,6ec60e8505889762a87ede6b5f67ff56d6956f24,,unique,keep,,no,,no,,Innenminister De Maizière erwartet 200.000 Asylbewerber.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2014-05\raw_unarchive\Innenminister De Maizière erwartet 200.000 Asylbewerber.PDF,v2,,,,de,news,18. Mai 2014
aa1a4692eacceb6be5cb5e2b1d09fc3deb5efc24,main_monthly,Main Corpus,2014-05,2014-05(50).ZIP,2014-05-14,2014,2014-05,Frankfurter Rundschau,frankfurter rundschau,kein Titel,kein titel,,MAGAZIN; S. 20,312,2297,c7e74061c5264245317077d002d98c5f9fbc5505,,unique,keep,,no,,no,,kein Titel(2).PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2014-05\raw_unarchive\kein Titel(2).PDF,v2,,,,de,news,Mittwoch 14. Mai 2014
78457b28724020a12e57d2e9c4318f918cfbc8d8,main_monthly,Main Corpus,2014-05,2014-05(50).ZIP,2014-05-14,2014,2014-05,Frankfurter Rundschau,frankfurter rundschau,kein Titel,kein titel,,POLITIK; S. 5,359,2693,8f13c728a91d147cbfeda660f45caf917990e67b,,unique,keep,,no,,no,,kein Titel.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2014-05\raw_unarchive\kein Titel.PDF,v2,,,,de,news,Mittwoch 14. Mai 2014
f2ed502e7253a7214d8c0f7722219cc06826a610,main_monthly,Main Corpus,2014-05,2014-05(50).ZIP,2014-05-28,2014,2014-05,Der Tagesspiegel,der tagesspiegel,Keine Lösung für Flüchtlinge in der Schule Senat schließt Liste für Unterbringung,keine lösung für flüchtlinge in der schule senat schliesst liste für unterbringung,,BERLIN; S. 10; Ausg. 22058,232,1761,41c6129ffa194327561deb0d11dc69b520ad9f3a,,unique,keep,,no,,no,,Keine Lösung für Flüchtlinge in der Schule Senat schließt Liste für Unterbringung.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2014-05\raw_unarchive\Keine Lösung für Flüchtlinge in der Schule Senat schließt Liste für Unterbringung.PDF,v2,,,,de,news,Mittwoch 28. Mai 2014
7826d50031d1cef16fa1680e830d50e0160609e0,main_monthly,Main Corpus,2014-05,2014-05(50).ZIP,2014-05-16,2014,2014-05,Der Tagesspiegel,der tagesspiegel,Kirche und Flüchtlinge vor Einigung Polizei: Mahnwache am Breitscheidplatz ist Demo,kirche und flüchtlinge vor einigung polizei mahnwache am breitscheidplatz ist demo,,BERLIN; S. 12; Ausg. 22046,314,2263,edc34d52ac5c3f57459bbafc55c38537555e6870,,unique,keep,,no,,no,,Kirche und Flüchtlinge vor Einigung Polizei_ Mahnwache am Breitscheidplatz ist Demo.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2014-05\raw_unarchive\Kirche und Flüchtlinge vor Einigung Polizei_ Mahnwache am Breitscheidplatz ist Demo.PDF,v2,,,,de,news,Freitag 16. Mai 2014
b8b35ccf858dc303b43e549d9102afc6f8e8553e,main_monthly,Main Corpus,2014-05,2014-05(50).ZIP,2014-05-12,2014,2014-05,Frankfurter Rundschau,frankfurter rundschau,Libyen droht Europa mit Flüchtlingsströmen,libyen droht europa mit flüchtlingsströmen,,POLITIK; S. 8,270,1954,685c4a70606c3364ead1306ed2d3c5ed413925c9,,unique,keep,,no,,no,,Libyen droht Europa mit Flüchtlingsströmen.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2014-05\raw_unarchive\Libyen droht Europa mit Flüchtlingsströmen.PDF,v2,,,,de,news,Montag 12. Mai 2014
d85837af88e787f0ba8ae98046f808e04c275757,main_monthly,Main Corpus,2014-05,2014-05(50).ZIP,2014-05-13,2014,2014-05,"taz, die tageszeitung",taz die tageszeitung,"Millionen Syrer sind auf der Flucht, nach Deutschland kommen nur ein paar Tausend",millionen syrer sind auf der flucht nach deutschland kommen nur ein paar tausend,.,THEMEN DES TAGES; S. 03,380,2560,78dc45807632fb8d7cf2c4ee20ae2c6dea77c325,,unique,keep,,no,,no,,"Millionen Syrer sind auf der Flucht, nach Deutschland kommen nur ein paar Tausend.PDF","C:\PythonProjects\AfD-project\Corpora\Main Corpus\2014-05\raw_unarchive\Millionen Syrer sind auf der Flucht, nach Deutschland kommen nur ein paar Tausend.PDF",v2,,,,de,news,Dienstag 13. Mai 2014
132321fdd3a32ddeb8f70fc017f2c04d72432679,main_monthly,Main Corpus,2014-05,2014-05(50).ZIP,2014-05-30,2014,2014-05,Der Tagesspiegel,der tagesspiegel,Neue Duschen für die besetzte Schule; Flüchtlinge erhalten keine andere Unterkunft,neue duschen für die besetzte schule flüchtlinge erhalten keine andere unterkunft,,BERLIN; S. 8; Ausg. 22059,280,1889,225def956334ea51fdb586db1ad064cc3af27046,,unique,keep,,no,,no,,Neue Duschen für die besetzte Schule Flüchtlinge erhalten keine andere Unterkunft.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2014-05\raw_unarchive\Neue Duschen für die besetzte Schule Flüchtlinge erhalten keine andere Unterkunft.PDF,v2,,,,de,news,Freitag 30. Mai 2014
3e089fda0cfbce2f07e723938b0db623c32b1855,main_monthly,Main Corpus,2014-05,2014-05(50).ZIP,2014-05-17,2014,2014-05,Frankfurter Rundschau,frankfurter rundschau,Notfalls auf dem Klageweg,notfalls auf dem klageweg,,"BAD VILBEL, WETTERAU, MKK; S. R10",504,3544,21084397f7c0811734699c77d360eba70fe226b2,,unique,keep,,no,,no,,Notfalls auf dem Klageweg.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2014-05\raw_unarchive\Notfalls auf dem Klageweg.PDF,v2,,,,de,news,Samstag 17. Mai 2014
0b507926a34bfbfa5f9c15f84a578a905a0e67b1,main_monthly,Main Corpus,2014-05,2014-05(50).ZIP,2014-05-09,2014,2014-05,"taz, die tageszeitung",taz die tageszeitung,Pipikram und Politik ASYL Am Oranienplatz räumt die Polizei mit Billigung von Bezirk und Senat Kissen weg,pipikram und politik asyl am oranienplatz räumt die polizei mit billigung von bezirk und senat kissen weg,ERIK PETER / MALENE GÜRGEN / ALKE WIERTH,BERLIN AKTUELL; S. 21,645,4832,c32754fdedb5d59898587ac919ba00d9f7d1c6fa,,unique,keep,,no,,no,,Pipikram und Politik ASYL Am Oranienplatz räumt die Polizei mit Billigung von Bezirk und Senat Kisse.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2014-05\raw_unarchive\Pipikram und Politik ASYL Am Oranienplatz räumt die Polizei mit Billigung von Bezirk und Senat Kisse.PDF,v2,,,,de,news,Freitag 09. Mai 2014
e4804f9db148dcde559a532745c198ae3e49f0b1,main_monthly,Main Corpus,2014-05,2014-05(50).ZIP,2014-05-21,2014,2014-05,Berliner Zeitung,berliner zeitung,Polizei bringt Flüchtlinge nach Magdeburg; Vorwurf: Verstoß gegen die Residenzpflicht,polizei bringt flüchtlinge nach magdeburg vorwurf verstoss gegen die residenzpflicht,Andreas Kopietz,LOK; S. 16,378,2895,204e32060069e2cfe6eaab639846db60a2ab2aab,,unique,keep,,no,,no,,Polizei bringt Flüchtlinge nach Magdeburg Vorwurf_ Verstoß gegen die Residenzpflicht.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2014-05\raw_unarchive\Polizei bringt Flüchtlinge nach Magdeburg Vorwurf_ Verstoß gegen die Residenzpflicht.PDF,v2,,,,de,news,21. Mai 2014
b25ae81501f0d2e0ba1a37d41602dcc793c001ac,main_monthly,Main Corpus,2014-05,2014-05(50).ZIP,2014-05-27,2014,2014-05,Der Tagesspiegel,der tagesspiegel,Registrierung der Flüchtlinge abgeschlossen Es fehlen noch weitere Unterkünfte,registrierung der flüchtlinge abgeschlossen es fehlen noch weitere unterkünfte,,BERLIN; S. 12; Ausg. 22057,236,1681,c42f53734894a889b3647c633feee9e17f3238a3,,unique,keep,,no,,no,,Registrierung der Flüchtlinge abgeschlossen Es fehlen noch weitere Unterkünfte.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2014-05\raw_unarchive\Registrierung der Flüchtlinge abgeschlossen Es fehlen noch weitere Unterkünfte.PDF,v2,,,,de,news,Dienstag 27. Mai 2014
ceb6d37c063d2e18b533c94fa912ab8fcf153907,main_monthly,Main Corpus,2014-05,2014-05(50).ZIP,2014-05-28,2014,2014-05,"taz, die tageszeitung",taz die tageszeitung,Senat: Registrierung der Flüchtlinge ist abgeschlossen. Bezirk verwundert; ASYL Registrierung soll dabei,senat registrierung der flüchtlinge ist abgeschlossen bezirk verwundert asyl registrierung soll dabei,MARINA MAI / STEFAN ALBERTI / ALKE WIERTH,BERLIN AKTUELL; S. 22,810,6081,d70c4e7621455346748f4c0d8bd7cc83de95182d,,unique,keep,,no,,no,,Senat_ Registrierung der Flüchtlinge ist abgeschlossen. Bezirk verwundert ASYL Registrierung soll da.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2014-05\raw_unarchive\Senat_ Registrierung der Flüchtlinge ist abgeschlossen. Bezirk verwundert ASYL Registrierung soll da.PDF,v2,,,,de,news,Mittwoch 28. Mai 2014
fb06d60def07f3136452645000946350bcdf8b53,main_monthly,Main Corpus,2014-05,2014-05(50).ZIP,2014-05-28,2014,2014-05,Berliner Zeitung,berliner zeitung,Streit um eine Liste; Der Senat will den Flüchtlingen in der Gerhart-Hauptmann-Schule keine Unterkunft bieten.,streit um eine liste der senat will den flüchtlingen in der gerharthauptmannschule keine unterkunft bieten,Thorkit Treichel,LOK; S. 19,583,4263,e458ae8ed4da99af4a6907c3921a113091201950,variant_002,regional_variant,drop,regional_variant,no,,no,,Streit um eine Liste Der Senat will den Flüchtlingen in der Gerhart-Hauptmann-Schule keine Unterkunf(2).PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2014-05\raw_unarchive\Streit um eine Liste Der Senat will den Flüchtlingen in der Gerhart-Hauptmann-Schule keine Unterkunf(2).PDF,v2,Dropped in favor of representative file: Streit um eine Liste Der Senat will den Flüchtlingen in der Gerhart-Hauptmann-Schule keine Unterkunf.PDF (variant_002).,,,de,news,28. Mai 2014
ff96498b9482e074e9971fb57d42b0530c32ee12,main_monthly,Main Corpus,2014-05,2014-05(50).ZIP,2014-05-28,2014,2014-05,Berliner Zeitung,berliner zeitung,Streit um eine Liste Der Senat will den Flüchtlingen in der Gerhart-Hauptmann-Schule keine Unterkunft bieten.,streit um eine liste der senat will den flüchtlingen in der gerharthauptmannschule keine unterkunft bieten,Thorkit Treichel,LOK; S. 19,588,4295,71a0d1d531d8937921c2f6cb98fe6a45eb640324,variant_002,regional_variant,keep,,yes,longest_usable_body,no,,Streit um eine Liste Der Senat will den Flüchtlingen in der Gerhart-Hauptmann-Schule keine Unterkunf.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2014-05\raw_unarchive\Streit um eine Liste Der Senat will den Flüchtlingen in der Gerhart-Hauptmann-Schule keine Unterkunf.PDF,v2,Representative kept for variant_002.,,,de,news,28. Mai 2014
f0cfb96f7d981bad6591ba2ec07ba77e77f2f827,main_monthly,Main Corpus,2014-05,2014-05(50).ZIP,2014-05-09,2014,2014-05,Rheinische Post,rheinische post,Theaterprojekt mit Jugendlichen,theaterprojekt mit jugendlichen,von Julia kisek und julia fassmann,,323,2249,febae4610e5d492740f5cdc49085a3a24c83d9ac,,unique,keep,,no,,no,,Theaterprojekt mit Jugendlichen.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2014-05\raw_unarchive\Theaterprojekt mit Jugendlichen.PDF,v2,,,,de,news,9. Mai 2014 Freitag
82c073ac4898dd28a0879b53c27962a4909e67f0,main_monthly,Main Corpus,2014-05,2014-05(50).ZIP,2014-05-28,2014,2014-05,Die ZEIT (inklusive ZEIT Magazin),die zeit inklusive zeit magazin,TRÄUMEN VON DEUTSCHLAND Der Krieg in Syrien ist einer der Gründe für das Flüchtlingsdrama auf dem,träumen von deutschland der krieg in syrien ist einer der gründe für das flüchtlingsdrama auf dem,Jörg Lau,"ZEIT MAGAZIN, TITELGESCHICHTE;TRÄUMEN VON DEUTSCHLAND; S. 24; Ausg. 23",652,4531,16119589ba6a4c668282f15c7fe859e29dc056d9,variant_003,regional_variant,drop,regional_variant,no,,no,,TRÄUMEN VON DEUTSCHLAND Der Krieg in Syrien ist einer der Gründe für das Flüchtlingsdrama auf dem Mi(2).PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2014-05\raw_unarchive\TRÄUMEN VON DEUTSCHLAND Der Krieg in Syrien ist einer der Gründe für das Flüchtlingsdrama auf dem Mi(2).PDF,v2,Dropped in favor of representative file: TRÄUMEN VON DEUTSCHLAND Der Krieg in Syrien ist einer der Gründe für das Flüchtlingsdrama auf dem Mi.PDF (variant_003).,,,de,news,28. Mai 2014
c5c6569e661eff0436d4bc404deda604b94c7826,main_monthly,Main Corpus,2014-05,2014-05(50).ZIP,2014-05-28,2014,2014-05,Die ZEIT (inklusive ZEIT Magazin),die zeit inklusive zeit magazin,TRÄUMEN VON DEUTSCHLAND Der Krieg in Syrien ist einer der Gründe für das Flüchtlingsdrama auf dem,träumen von deutschland der krieg in syrien ist einer der gründe für das flüchtlingsdrama auf dem,Jörg Lau,ZEITMAGAZIN;TRÄUMEN VON DEUTSCHLAND; S. 24; Ausg. 23,653,4541,a0f47c0c3d216237cd0117b36e6c6b90d718dc0c,variant_003,regional_variant,keep,,yes,longest_usable_body,no,,TRÄUMEN VON DEUTSCHLAND Der Krieg in Syrien ist einer der Gründe für das Flüchtlingsdrama auf dem Mi.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2014-05\raw_unarchive\TRÄUMEN VON DEUTSCHLAND Der Krieg in Syrien ist einer der Gründe für das Flüchtlingsdrama auf dem Mi.PDF,v2,Representative kept for variant_003.,,,de,news,28. Mai 2014
9ec96ca7a97e137c6949eb2549782c7074675a24,main_monthly,Main Corpus,2014-05,2014-05(50).ZIP,2014-05-22,2014,2014-05,"taz, die tageszeitung",taz die tageszeitung,Verstöße waren kein Geheimnis,verstösse waren kein geheimnis,MALENE GÜRGEN,BERLIN AKTUELL; S. 21,216,1591,5bba23972243022a349a6262a6aadd911ab13e33,,unique,keep,,no,,no,,Verstöße waren kein Geheimnis.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2014-05\raw_unarchive\Verstöße waren kein Geheimnis.PDF,v2,,,,de,news,Donnerstag 22. Mai 2014
88112e45dda3c842b5cd4834b43ef2bd5a1a253a,main_monthly,Main Corpus,2014-05,2014-05(50).ZIP,2014-05-23,2014,2014-05,"taz, die tageszeitung",taz die tageszeitung,Willkommen im Lager INTERNIERUNG Nirgendwohin schiebt Deutschland mehr Menschen zurück als nach,willkommen im lager internierung nirgendwohin schiebt deutschland mehr menschen zurück als nach,CHRISTIAN JAKOB,HINTERGRUND; S. 11,1462,9628,fe94425e7c83c86d8164e3742abcbb2841e60837,,unique,keep,,no,,no,,Willkommen im Lager INTERNIERUNG Nirgendwohin schiebt Deutschland mehr Menschen zurück als nach Pole.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2014-05\raw_unarchive\Willkommen im Lager INTERNIERUNG Nirgendwohin schiebt Deutschland mehr Menschen zurück als nach Pole.PDF,v2,,,,de,news,Freitag 23. Mai 2014
96b81c56d711b2820eb767d8e2f5631ad09a5901,main_monthly,Main Corpus,2014-05,2014-05(50).ZIP,2014-05-02,2014,2014-05,"taz, die tageszeitung",taz die tageszeitung,Zuwanderungsmarketing soll mehr Fachkräfte locken; INTEGRATION Sachverständigenrat sieht Deutschland,zuwanderungsmarketing soll mehr fachkräfte locken integration sachverständigenrat sieht deutschland,DANIEL BAX,INLAND; S. 06,393,3039,349532ae8e6224f25660f8ff3274c94dd5074563,,unique,keep,,no,,no,,Zuwanderungsmarketing soll mehr Fachkräfte locken INTEGRATION Sachverständigenrat sieht Deutschland.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2014-05\raw_unarchive\Zuwanderungsmarketing soll mehr Fachkräfte locken INTEGRATION Sachverständigenrat sieht Deutschland.PDF,v2,,,,de,news,Freitag 02. Mai 2014
83a0989aadcdd7a87989720dd175b4c6765398e9,main_monthly,Main Corpus,2014-05,2014-05(50).ZIP,2014-05-24,2014,2014-05,"taz, die tageszeitung",taz die tageszeitung,"Zwei Arten, Deutschland neu zu denken DANIEL BAX ÜBER KERMANIS UND GAUCKS WEGWEISENDE",zwei arten deutschland neu zu denken daniel bax über kermanis und gaucks wegweisende,DANIEL BAX,MEINUNG UND DISKUSSION; S. 16,576,3924,72dd2bc0ada1799c2ce64f76ac94ebc36741deb0,,unique,drop,commentary_noncore,no,,no,,"Zwei Arten, Deutschland neu zu denken DANIEL BAX ÜBER KERMANIS UND GAUCKS WEGWEISENDE REDEN ZUM ZUSA.PDF","C:\PythonProjects\AfD-project\Corpora\Main Corpus\2014-05\raw_unarchive\Zwei Arten, Deutschland neu zu denken DANIEL BAX ÜBER KERMANIS UND GAUCKS WEGWEISENDE REDEN ZUM ZUSA.PDF",v2,,,,de,news,Samstag 24. Mai 2014
dd8f65af7df9cb1f294284b98d2edbdbeb2e3348,main_monthly,Main Corpus,2014-06,2014-06(50).ZIP,2014-06-21,2014,2014-06,"taz, die tageszeitung",taz die tageszeitung,"""Ich bin eine Kämpferin"" PANTER-PREIS-KANDIDATIN I Elisabeth Ngari und ihre ""Women in Exile""",ich bin eine kämpferin panterpreiskandidatin i elisabeth ngari und ihre women in exile,MAREIKE BARMEYER,HINTERGRUND; S. 28,1052,7208,f557b35935fd94e6a05587a1e092b4a5c6ebf7f0,,unique,keep,,no,,no,,_Ich bin eine Kämpferin_ PANTER-PREIS-KANDIDATIN I Elisabeth Ngari und ihre _Women in Exile_ engagie.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2014-06\raw_unarchive\_Ich bin eine Kämpferin_ PANTER-PREIS-KANDIDATIN I Elisabeth Ngari und ihre _Women in Exile_ engagie.PDF,v2,,,,de,news,Samstag 21. Juni 2014
d56a9a5c1e025c7a82d0870d14e7bf04e25d98f8,main_monthly,Main Corpus,2014-06,2014-06(50).ZIP,2014-06-28,2014,2014-06,"taz, die tageszeitung",taz die tageszeitung,"""Ich habe kein gutes Gefühl"" BESETZE SCHULE II Die Lage sei brisant, so die Bezirksbürgermeisterin. Die",ich habe kein gutes gefühl besetze schule ii die lage sei brisant so die bezirksbürgermeisterin die,PLUTONIA PLARRE,BERLIN AKTUELL; S. 52,276,1925,4728f5a6c5997b583dadb90f11c4e5f4f0f35f25,,unique,keep,,no,,no,,"_Ich habe kein gutes Gefühl_ BESETZE SCHULE II Die Lage sei brisant, so die Bezirksbürgermeisterin.PDF","C:\PythonProjects\AfD-project\Corpora\Main Corpus\2014-06\raw_unarchive\_Ich habe kein gutes Gefühl_ BESETZE SCHULE II Die Lage sei brisant, so die Bezirksbürgermeisterin.PDF",v2,,,,de,news,Samstag 28. Juni 2014
00d880c557a1bdf5f9640016a5795b215038621e,main_monthly,Main Corpus,2014-06,2014-06(50).ZIP,2014-06-04,2014,2014-06,Der Tagesspiegel,der tagesspiegel,"""Mädchen sind Integrationsgewinner"" Eine Studie zeigt: Junge Migrantinnen nutzen Bildungschancen, um",mädchen sind integrationsgewinner eine studie zeigt junge migrantinnen nutzen bildungschancen um,,POLITIK; S. 4; Ausg. 22064,488,3753,ff6a71a30e416c90dbe65e530d6dbdf7f3be685a,,unique,keep,,no,,no,,"_Mädchen sind Integrationsgewinner_ Eine Studie zeigt_ Junge Migrantinnen nutzen Bildungschancen, um.PDF","C:\PythonProjects\AfD-project\Corpora\Main Corpus\2014-06\raw_unarchive\_Mädchen sind Integrationsgewinner_ Eine Studie zeigt_ Junge Migrantinnen nutzen Bildungschancen, um.PDF",v2,,,,de,news,Mittwoch 4. Juni 2014
0d0379edfed2e0064fa7a85e93a59b04185a49d9,main_monthly,Main Corpus,2014-06,2014-06(50).ZIP,2014-06-25,2014,2014-06,"taz, die tageszeitung",taz die tageszeitung,"""Wir würden vom Dach springen"" FLÜCHTLING Aus einem Heim könne er abgeschoben werden, fürchtet ein",wir würden vom dach springen flüchtling aus einem heim könne er abgeschoben werden fürchtet ein,CHRISTIAN JAKOB,BERLINER THEMA; S. 21,426,2621,33e2b0a07c9b7265812657f74d51519ed50d1977,,unique,keep,,no,,no,,"_Wir würden vom Dach springen_ FLÜCHTLING Aus einem Heim könne er abgeschoben werden, fürchtet ein 2.PDF","C:\PythonProjects\AfD-project\Corpora\Main Corpus\2014-06\raw_unarchive\_Wir würden vom Dach springen_ FLÜCHTLING Aus einem Heim könne er abgeschoben werden, fürchtet ein 2.PDF",v2,,,,de,news,Mittwoch 25. Juni 2014
